Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Armenia,ARM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.54261476,11.27319831,10.99130729,10.71814698,10.4829547,10.30124576,10.2310091,10.19205417,10.16724977,10.13431096,10.08479698,10.04104779,9.958882166,9.858280427,9.759988159,9.673216397,9.663471349,9.653560087,9.617760205,9.518715245,9.345250682,9.159439884,8.924297446,8.681375746,8.482920046,8.362323332,8.263428493,8.214664926,8.252706386,8.425924667,8.755871329,9.507755666,10.4377445,11.47787857,12.50636314,13.44018254,14.05059053,14.46666667,14.77647798,15.12853571,15.60742734,16.10595612,16.74109727,17.37446647,17.7865834,17.85752936,17.7243373,17.2884284,16.69681488,16.16054416,15.80811397,15.58910042,15.51568944,15.55326876,15.64276898,15.75464099,15.96645939,16.21156752,16.52235848,16.94998483,17.52084986
American Samoa,ASM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.029120437,7.983019259,7.935264055,7.852310592,7.742899851,7.652777323,7.665639445,7.685287175,7.673037669,7.662706533,7.645917934,7.89944001,8.116643547,8.301920132,8.446633439,8.54188211,8.815168655,9.065559009,9.29903982,9.503183983,9.696969697,9.98217973,10.27542966,10.56691733,10.83912228,11.13335893,11.47630042,11.8327905,12.22409053,12.60504202,12.99637104,12.75440977,12.48062016,12.18228342,11.89226421,11.58994072,11.34788479,11.07075657,10.78391681,10.48024948,10.16301476,10.1471173,10.1736876,10.23854195,10.34845892,10.49610572,10.48985203,10.49862723,10.54812093,10.63537318,10.77237801,10.91533742,11.08661012,11.28965801,11.5135228,11.77505207,12.07555243,12.39341482,12.73197193,13.12537313,13.56115802
Australia,AUS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,14.06777322,14.12117277,14.11962794,14.08010286,14.02109824,13.95498755,13.7910343,13.61983619,13.45572006,13.30519489,13.16908968,13.29403814,13.40828721,13.5223958,13.64938228,13.79647487,14.00298991,14.21938543,14.43452156,14.62752637,14.78862559,14.94827245,15.06974391,15.1789385,15.31039843,15.48388428,15.6739063,15.88179612,16.09989212,16.32041149,16.54218163,16.83577015,17.12335468,17.3917647,17.62264817,17.81071547,17.97862283,18.10759141,18.21253579,18.3195711,18.45029593,18.55026594,18.66708905,18.80310751,18.95382245,19.12098563,19.15531705,19.19907657,19.29376434,19.48479413,19.79040532,20.24288155,20.7654893,21.32775898,21.8858011,22.41932738,22.97360952,23.50648633,24.03035262,24.56848227,25.13866192
Austria,AUT,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.51960858,18.92313529,19.33258963,19.75015875,20.17568838,20.60906166,21.11390049,21.59431728,22.03762269,22.42274708,22.73707672,23.12650448,23.41177399,23.60450617,23.72066656,23.76835942,23.98247334,24.14172445,24.18886603,24.03284957,23.63813572,23.19856786,22.53534621,21.80432758,21.21210213,20.86701312,20.8697964,21.06779515,21.37966658,21.67996721,21.89561527,22.18767117,22.41194856,22.56660335,22.64559734,22.64008285,22.73367104,22.73903209,22.69928383,22.6746251,22.70468053,22.86500217,23.04894996,23.27027972,23.54397621,23.87896675,24.34006764,24.85625937,25.39596648,25.91051589,26.37386099,26.77514212,27.13002419,27.45979266,27.78123387,28.10353285,28.25625856,28.37279261,28.48789232,28.65817923,28.92873668
Azerbaijan,AZE,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.774088841,9.807148074,9.885924319,9.981395993,10.05590784,10.09157801,10.19429165,10.25473205,10.27332437,10.24843692,10.17987036,10.09265617,9.940373844,9.74517228,9.536769646,9.333218219,9.190996648,9.055314847,8.904777918,8.708103352,8.458011926,8.259405589,8.0232031,7.779169078,7.561355229,7.387955441,7.318409626,7.267275542,7.255302355,7.31581528,7.467025218,7.690038914,7.963489107,8.248631709,8.500933731,8.69978368,8.897578341,9.027336841,9.114388281,9.195613661,9.285204787,9.507534494,9.731691102,9.898708708,9.931568633,9.802674089,9.604371208,9.295847517,8.93391323,8.582579667,8.276386843,8.129285969,8.01395035,7.947810694,7.950782309,8.035522328,8.215900426,8.469266827,8.795572468,9.194453084,9.666368699
Burundi,BDI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.512989707,5.592634573,5.663576225,5.718467389,5.746055913,5.741506128,5.81440787,5.848992568,5.851149032,5.829387158,5.78910742,5.956155281,6.100197824,6.220425729,6.313889368,6.377256546,6.341663721,6.28185246,6.20448169,6.114432766,6.01299012,6.012883136,5.990669898,5.948139368,5.888053231,5.812482281,5.805183784,5.778884582,5.734421674,5.669901226,5.585947138,5.617795547,5.61099828,5.568014125,5.493287686,5.389425625,5.435190073,5.452940479,5.435195247,5.374620243,5.267322518,5.143309078,4.996655623,4.834266433,4.662324901,4.485549547,4.407617004,4.330653826,4.254441289,4.177216742,4.100401974,4.057304922,4.010152243,3.974224609,3.968372885,4.000974789,4.082554558,4.184571411,4.300248832,4.421911215,4.545028976
Belgium,BEL,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.37622191,18.72563537,19.03277057,19.30923862,19.57414073,19.84030714,20.21686614,20.56646058,20.87935801,21.13732108,21.33106512,21.62054503,21.81884987,21.94232011,22.01308577,22.04287475,22.22920446,22.38537359,22.45918273,22.36883545,22.08277959,21.82188331,21.37557713,20.87698717,20.50631495,20.35982789,20.57447449,20.96923554,21.46749408,21.94994416,22.34788769,22.79571496,23.16563941,23.48032417,23.77490506,24.0685078,24.46862881,24.83874187,25.17561442,25.47157318,25.72377721,25.94630507,26.12777452,26.26617792,26.34911633,26.37485618,26.3999416,26.33651669,26.2486617,26.23311535,26.35022209,26.55662958,26.872332,27.25649898,27.6376309,27.9742851,28.43437624,28.8664766,29.28610382,29.72784993,30.22083568
Benin,BEN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.895826427,8.893914012,8.845086438,8.748673614,8.603173599,8.409528593,8.564042907,8.672560726,8.739396753,8.768698958,8.764107151,8.864628097,8.924381297,8.944190338,8.923886259,8.864453353,8.876751784,8.8453861,8.777968255,8.680147776,8.55685319,8.497708876,8.407275653,8.289551153,8.148589776,7.988020742,7.915201185,7.820070416,7.70610621,7.575690835,7.432211878,7.319537568,7.194083852,7.062398452,6.93002331,6.800697755,6.712109852,6.615426709,6.514243299,6.412266559,6.312131361,6.254012864,6.188085103,6.122295577,6.065631475,6.022373741,6.050921351,6.081156391,6.10562455,6.113927693,6.102876748,6.105003525,6.087683163,6.059716737,6.030833177,6.006708061,6.003007238,5.997605378,5.992053527,5.987363095,5.985119985
Burkina Faso,BFA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.137888204,4.274736672,4.386573978,4.47507515,4.542954457,4.592594095,4.748304858,4.881448478,4.990522115,5.074029301,5.132457535,5.28963251,5.417327545,5.517973653,5.595509027,5.652229317,5.81487006,5.951833467,6.062353401,6.144967824,6.199809162,6.344129571,6.459986537,6.549117501,6.613608052,6.654436248,6.709985833,6.735817021,6.732707274,6.699576703,6.6369791,6.590191873,6.510832961,6.404128187,6.273881991,6.124534773,6.02904356,5.909313909,5.773102235,5.627951736,5.478761042,5.40837192,5.325465019,5.233631623,5.136807885,5.037138924,5.011194035,4.97578851,4.931002976,4.875486172,4.809927417,4.792374317,4.762090687,4.722565662,4.677293845,4.628909986,4.61611213,4.595758844,4.572103087,4.549356191,4.530418456
Bangladesh,BGD,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.874111901,4.919792494,4.94506938,4.953544673,4.951408314,4.944579102,5.049624919,5.137578728,5.205922513,5.25221225,5.278456273,5.422860957,5.552183372,5.668726885,5.775212651,5.873490532,5.954282731,5.993691026,5.996056343,5.96802926,5.916819606,5.927758127,5.905584385,5.854800617,5.781408503,5.691204635,5.724809859,5.746028311,5.755231339,5.75217895,5.739067309,5.800876101,5.849345464,5.887255989,5.917163766,5.942190331,6.066547314,6.18158468,6.291513245,6.40052047,6.511535966,6.628084409,6.731830808,6.827507263,6.921499235,7.01737787,7.156805103,7.284190656,7.394499197,7.482279377,7.545432572,7.63705055,7.715176082,7.771331682,7.792943271,7.777304066,7.768130046,7.72893461,7.683541229,7.662643118,7.684684409
Bulgaria,BGR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.42012953,11.59164513,11.78010721,11.99039885,12.22839412,12.50000453,12.81423664,13.14164699,13.48582234,13.85205862,14.24491112,14.65615363,15.05797846,15.4531643,15.84886884,16.24969583,16.71622535,17.19384843,17.6186461,17.88770789,17.95158066,17.84900153,17.53720739,17.15827756,16.9101687,16.90222999,17.28326692,17.85564496,18.53594633,19.19696454,19.76649811,20.45232726,21.04159516,21.56146321,22.05679567,22.55231702,23.06790176,23.55554196,23.98615603,24.30916399,24.49563787,24.79743286,24.97748504,25.06487739,25.10497,25.13407357,25.33175273,25.50334629,25.69884094,25.98990865,26.42114647,27.10646877,27.92075588,28.8104824,29.68089077,30.46661553,31.30728619,32.03448862,32.65152934,33.17579621,33.62106268
Bahrain,BHR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.369179429,5.184724902,4.899664833,4.525246952,4.054607939,3.480594593,3.623385658,3.812891157,4.060116003,4.368236718,4.742056408,4.629684548,4.51900389,4.404761017,4.2778669,4.142845146,3.904875318,3.675271296,3.477946928,3.337003275,3.256841911,3.466435963,3.675284847,3.870123814,4.023932742,4.129038525,3.961982868,3.784930408,3.615703858,3.468625682,3.350939985,3.443190658,3.516627389,3.55954345,3.570125421,3.564429976,3.620933015,3.660049165,3.669943445,3.659667645,3.639391322,3.485641025,3.363720748,3.268264177,3.185725625,3.10830864,2.958776926,2.840988871,2.754137995,2.698893263,2.679804531,2.764920668,2.845047631,2.917621714,2.979170776,3.025311664,3.03165359,3.049770002,3.098012895,3.197996011,3.353102207
"Bahamas, The",BHS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.043137521,6.869084283,6.711368205,6.612610503,6.546777692,6.484733131,6.379774621,6.279805353,6.223598003,6.19911985,6.212863772,6.278438739,6.343632008,6.412127349,6.486722656,6.545636873,6.651747891,6.747979793,6.843028053,6.925166339,6.982686355,6.98630457,6.958581494,6.920760066,6.877785057,6.826763435,6.800084898,6.771593704,6.740015033,6.731746102,6.745182673,6.818892712,6.915758948,7.029544125,7.139484478,7.248608182,7.447136225,7.631737029,7.815016611,8.015919026,8.244583841,8.37980946,8.509660296,8.614796895,8.686478935,8.744301699,8.822176161,8.906897044,8.990960496,9.065225034,9.12470145,9.222818033,9.312602623,9.408099937,9.517747609,9.654300331,9.853840203,10.07724115,10.33003861,10.62334614,10.9666993
Bosnia and Herzegovina,BIH,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.878239715,6.047202855,6.235224285,6.427198516,6.606324801,6.766460419,6.954726692,7.094522435,7.203693838,7.309546054,7.430195346,7.692284476,7.953123661,8.188675732,8.37003881,8.484684939,8.660865905,8.800149028,8.889285258,8.907424282,8.849210206,8.693943271,8.482355759,8.260863566,8.086622333,7.992557868,8.122235705,8.331634378,8.628490047,9.019875775,9.50816575,10.17158753,10.91358196,11.71863146,12.55834929,13.4067661,13.97124394,14.48154563,14.9706487,15.49088326,16.06638125,16.86491634,17.73408443,18.57539933,19.24020382,19.65099326,19.89944866,19.91607366,19.81646864,19.76422554,19.85628815,19.94749911,20.0819318,20.2168216,20.3686622,20.60472606,21.54052676,22.67633878,23.95214663,25.25678914,26.51761095
Belarus,BLR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,13.30315329,13.34601751,13.33844207,13.31290292,13.31496823,13.36813174,13.56834474,13.80530398,14.05212045,14.26979967,14.4379882,14.66329718,14.84160379,15.01116094,15.20962143,15.4450292,15.70925229,15.9767019,16.18585676,16.25952968,16.17579161,15.96666079,15.63147012,15.25951436,14.97129657,14.83524968,14.90135391,15.06406687,15.31582305,15.65216711,16.07242077,16.64614403,17.28365654,17.9204369,18.46286119,18.85859729,19.23779465,19.44748124,19.55313885,19.65869387,19.82333956,20.20427741,20.63031508,21.00933439,21.20056817,21.13297416,21.03197997,20.70765925,20.27242118,19.8826618,19.62907234,19.662504,19.81099783,20.04896961,20.3313636,20.63400711,20.87117841,21.21036856,21.73873232,22.43241016,23.19190865
Belize,BLZ,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.201791122,8.373175376,8.50388144,8.618167039,8.689263517,8.733463751,8.801145355,8.835054567,8.846612447,8.836557428,8.834428162,9.012028204,9.155759162,9.296243078,9.42293296,9.545640092,9.569170816,9.559930075,9.492822682,9.364183706,9.17284283,9.003008753,8.822363728,8.621459841,8.415164545,8.194929551,8.100729204,8.002406739,7.931580819,7.885604382,7.880199803,7.980360326,8.124669629,8.296535735,8.456245706,8.569886473,8.229540096,7.874884082,7.552124781,7.282934473,7.059786103,6.868666981,6.677932284,6.477740759,6.265997618,6.033217553,6.133575647,6.246868024,6.379422212,6.549153191,6.763371967,6.768376841,6.791679269,6.828184619,6.883821444,6.957986714,7.05158944,7.158422134,7.288678927,7.439310885,7.612680283
Bermuda,BMU,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.357394324,8.247300256,8.097486678,7.92118136,7.730658521,7.533754915,7.481776122,7.413423582,7.333873048,7.247755036,7.158476948,7.182104781,7.191953014,7.19167966,7.185141723,7.174595376,7.25826757,7.331825544,7.390575088,7.427716168,7.440588175,7.55837927,7.661091502,7.756631738,7.853498029,7.955847149,8.035400809,8.108529816,8.181841134,8.262320759,8.353242589,8.446189081,8.537886793,8.623875647,8.697659816,8.756521701,8.866787944,8.964955084,9.052403025,9.129629274,9.198703011,9.288553702,9.370067155,9.452921496,9.547717036,9.660437208,9.774023793,9.895849808,10.02496702,10.15964928,10.29941213,10.45989005,10.62050978,10.78161577,10.94277759,11.10496163,11.29104576,11.47173033,11.64980335,11.82961183,12.01609251
Brazil,BRA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.868718112,5.97697123,6.079601887,6.167381433,6.228377362,6.258955788,6.304387647,6.320218363,6.31911968,6.315986297,6.318839301,6.359470402,6.395842146,6.427570137,6.45305786,6.472242954,6.518906399,6.555840816,6.582917228,6.598951143,6.605129744,6.637856626,6.656366691,6.668015366,6.681083425,6.701004409,6.767180259,6.829118234,6.89107487,6.95865748,7.034976367,7.165474327,7.299025811,7.42591273,7.533371361,7.617496864,7.72640774,7.812565284,7.891452328,7.98329068,8.099032937,8.266030014,8.452249124,8.647642228,8.836649091,9.012798567,9.201034243,9.378620931,9.557758265,9.754322401,9.978387101,10.24101931,10.52236693,10.82621918,11.15696771,11.51859825,11.91935601,12.34458339,12.79386664,13.26600846,13.76252132
Barbados,BRB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,12.39497945,12.64789978,12.82720856,12.97764276,13.15860215,13.41590654,13.73772714,14.11512722,14.51212854,14.86776213,15.16744981,15.2960477,15.55292943,15.97086119,16.49442971,17.0094794,17.21498304,17.30554219,17.40144029,17.56178407,17.77745302,17.65774241,17.49270949,17.27952206,17.01008496,16.68055417,16.50167249,16.26902784,16.0215118,15.80961478,15.6564861,15.78268365,15.97496649,16.20376736,16.42656229,16.63127172,16.92022305,17.20523329,17.51496335,17.86348458,18.26345137,18.31769915,18.38127046,18.45226713,18.51807576,18.58647088,18.72930731,18.87611381,19.07573171,19.36436097,19.77571478,20.07618666,20.44923158,20.88968363,21.38085216,21.90839695,22.44832952,23.01919876,23.63761604,24.32740109,25.1018519
Brunei Darussalam,BRN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.371996185,7.404828748,7.426454565,7.443208258,7.426460081,7.379691682,7.203491705,7.015377122,6.842946627,6.703525592,6.591837029,6.492605342,6.395775646,6.320447933,6.265393373,6.227907388,6.041845255,5.804821347,5.527565439,5.21154592,4.841294435,4.825480453,4.805884351,4.776517464,4.741617664,4.718724775,4.620075725,4.517630114,4.412761715,4.296043421,4.161892441,4.132620806,4.101672998,4.078290661,4.071293645,4.083408467,3.971032906,3.858066486,3.754490932,3.646871171,3.535928439,3.696543899,3.839912318,3.973745781,4.110802383,4.266449295,4.434821852,4.577080935,4.684225773,4.755488597,4.797960484,4.904095386,5.037855089,5.201728259,5.4098517,5.670948759,5.988516537,6.3496378,6.758880245,7.217088223,7.724813045
Bhutan,BTN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.247907494,4.278433476,4.286362204,4.273440418,4.246608158,4.211982412,4.253667251,4.282848546,4.298669026,4.301408308,4.28852652,4.342709684,4.379939263,4.402317246,4.411925422,4.416943354,4.475906096,4.521849525,4.555769995,4.581010842,4.595214953,4.684482151,4.75837598,4.819641155,4.870150064,4.912330203,5.004227271,5.08245769,5.150587015,5.210869254,5.265077011,5.500432309,5.740261371,5.986414556,6.235272285,6.489694007,6.610644258,6.717147532,6.810562217,6.890756826,6.95949989,7.039884252,7.104648683,7.161342477,7.219424064,7.281156467,7.450397023,7.616448627,7.777798982,7.929690514,8.071960474,8.192151793,8.306603567,8.413017069,8.506221891,8.587598476,8.666684117,8.731644354,8.798677265,8.886166478,9.005223391
Botswana,BWA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.237285157,8.240061752,8.204674128,8.15219817,8.10514585,8.070736287,8.114133177,8.146225684,8.153212128,8.118601115,8.036547139,7.9408259,7.814231224,7.661083614,7.481880498,7.278569938,7.164500599,7.077205645,7.028040078,7.017766802,7.035908737,6.89051453,6.714882916,6.533855142,6.379453684,6.262357784,6.210133656,6.214062885,6.254075425,6.302569239,6.348290983,6.317841369,6.258575462,6.178738337,6.081631914,5.963111152,5.886327097,5.799936346,5.720446488,5.655570101,5.602339782,5.523596778,5.430587115,5.337966285,5.262436708,5.213228662,5.237373379,5.277446423,5.32119321,5.355136219,5.374456308,5.548737136,5.71553187,5.883591624,6.06496465,6.264132466,6.452270411,6.648047001,6.849918233,7.056643567,7.267882889
Central African Republic,CAF,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.771663279,8.824149353,8.861694997,8.876124,8.853593964,8.789912281,8.817311737,8.797956738,8.741668624,8.657829032,8.553444439,8.623685122,8.660168547,8.664091923,8.63701181,8.580258395,8.56708292,8.523595582,8.451778017,8.354108165,8.232491914,8.147963753,8.035234013,7.905212961,7.76784031,7.62964773,7.660674778,7.669027173,7.654489332,7.619608478,7.5648497,7.519945544,7.45014452,7.358432318,7.245757854,7.114250842,7.078339652,7.00793081,6.908274357,6.78340449,6.637944345,6.604218183,6.538463064,6.443200484,6.321556608,6.17577573,6.142663741,6.082620768,5.993299433,5.870651543,5.715216166,5.723006716,5.695331814,5.636022854,5.55238763,5.447996437,5.426062116,5.39124772,5.343748417,5.284489317,5.214538338
